No.,Client,Project,QT No.,Preriod,Project Type,P&L Type,BD,Revenue 2023,Total Cost 2023, Revenue Total Project,Cost Total Project,progress,Amount Margin,(%) 
1288, International Operations SA Singapore Branch,SK-II Event at St.Regis,QT23060027,10-11 June 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,19031.76,12429.32,19031.76,12429.32,100.00,6602.44,34.69
1289,GAD (Thailand) Ltd. ,Cetaphil Baby Fair on Jun 23,QT23060028,22 Jun - 3 Jul 2023,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,75600.00,51541.19,75600.00,51541.19,100.00,24058.81,31.82
1290,บริษัท นม จำกัด,PG Cheer Dutch Mill Selected UHT (1 - 4 July 2023),QT23060029,30 June - 4 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,176190.00,97800.07,176190.00,97800.07,100.00,78389.93,44.49
1291,บริษัท คิสมี จำกัด,KISS Of Beauty BA (7 Days),QT23060030,27 June - 3 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,18370.00,12146.33,18370.00,12146.33,100.00,6223.67,33.88
1292,บริษัท โกล เบฟเวอเรจ จำกัด,CVS 7-11 Shared VITTO C,QT23060031,16 June - 15 July 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,85098.00,46096.08,85098.00,46096.08,100.00,39001.92,45.83
1293,บริษัท นม จำกัด,PG Cheer DNA at TT,QT23060032,30 June - 3 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,146055.00,75853.55,146055.00,75853.55,100.00,70201.45,48.07
1294,บริษัท  ฟู้ด  จำกัด,Additional Coffee Dreamy Superior Taste Award 2023 JUN-JUL 2023,QT23060035,1-30 June 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,11200.00,6019.00,11200.00,6019.00,100.00,5181.00,46.26
1295,บริษัท เงินเงิน จำกัด (มหาชน),Tidlor activity booth 6 store (Operation),QT23060036,11-มิ.ย.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,40960.00,27021.60,40960.00,27021.60,100.00,13938.40,34.03
1296,บริษัท สยาม ดีเวลลอป จำกัด,Siam Paragon One day Logistic,QT23060037,8-มิ.ย.-23,1.3 Logistic,บรรจุและจัดส่งสินค้า,BU1B,5175.00,3848.08,5175.00,3848.08,100.00,1326.92,25.64
1297, Trading (Thailand) Ltd.,Recruit Granphic Down FY 2324 on Aug 23,QT23060038.1,1-31 Aug 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,52029.00,27006.00,52029.00,27006.00,100.00,25023.00,48.09
1298, Trading (Thailand) Ltd.,Recruit Graphic Downy FY2223 on Sep 23,QT23060038.2,1-30 Sep 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,37989.00,27532.44,37989.00,27532.44,100.00,10456.56,27.53
1299, Trading (Thailand) Ltd.,Recruit Graphic Downy FY2223 on Oct 23,QT23060038.3,1-31 Oct 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,37989.00,27570.31,37989.00,27570.31,100.00,10418.69,27.43
1300, Trading (Thailand) Ltd.,Recruit Graphic Downy FY2223 on Nov 23,QT23060038.4,1-30 Nov 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,37989.00,28068.88,37989.00,28068.88,100.00,9920.12,26.11
1301, Trading (Thailand) Ltd.,Recruit Graphic Downy FY2223 on Dec 23,QT23060038.5,1-31 Dec 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,37989.00,27000.00,37989.00,27000.00,100.00,10989.00,28.93
1302,JT  (Thailand) Ltd., JTI Application,QT23060040,30 June - 31 July 23,1.4 Digital,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,30000.00,11104.52,30000.00,11104.52,100.00,18895.48,62.98
1303,"BS (Thailand) Co., Ltd.",Cockpit FC Activity Support - CP. BOONLERDSERVICE (Additional),QT23060041,June - July 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,76464.24,62586.50,76464.24,62586.50,100.00,13877.74,18.15
1304, Trading (Thailand) Ltd.,Products test sample Hygiene and comfort June 2023 (Lot# May),QT23060042,30 June - 11 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,3481.24,616.37,3481.24,616.37,100.00,2864.87,82.29
1305,บริษัท อาหารดีมาก จำกัด,PG เชียร์สินค้า เบทาโกร อาคารเอ็มไพร์ทาวเวอร์,QT23060044,26 -30 June 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,12155.00,7366.25,12155.00,7366.25,100.00,4788.75,39.4
1306,"BD (Thailand) Co.,Ltd",Eucerin Business Director @Thiamidol Event,QT23060045,30-06-23,3.1 Key Account,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,19261.34,17495.31,19261.34,17495.31,100.00,1766.03,9.17
1307,"TAF Co.,Ltd.",DOLE MERCHANDISE SHARE at MAKRO,QT23060046,1-31 July 23,2.3 Merchandiser&RO Share service,จัดเรียงสินค้า,BU2B,64960.00,53417.93,64960.00,53417.93,100.00,11542.07,17.77
1308, International Operations SA Singapore Branch,SK-II Outreach on Jul 23 ,QT23060047,1-31 July 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,1387584.00,770231.19,1387584.00,770231.19,100.00,617352.81,44.49
1309, Trading (Thailand) Ltd.,BA Downy at Makro on July 23,QT23060048.1,1-31 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,380235.43,290964.78,380235.43,290964.78,100.00,89270.65,23.48
1310, Trading (Thailand) Ltd.,BA Downy at Makro (1 - 31 August 2023),QT23060048.2,1-31 Aug 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,368693.72,294386.09,368693.72,294386.09,100.00,74307.63,20.15
1311, Trading (Thailand) Ltd.,BA Downy at Makro (1 - 30 September 2023),QT23060048.3,1-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,338578.38,260482.28,338578.38,260482.28,100.00,78096.10,23.07
1312, Trading (Thailand) Ltd.,BA Downy at TT (Fri-Sun) 1 - 31 July 2023,QT23060049.1,30 June - 31 July 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,700831.40,508492.86,700831.40,508492.86,100.00,192338.54,27.44
1313, Trading (Thailand) Ltd.,BA Downy at TT (Fri-Sun) 1 - 31 August 2023,QT23060049.2,1-31 Aug 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,568135.40,427629.94,568135.40,427629.94,100.00,140505.46,24.73
1314, Trading (Thailand) Ltd.,BA Downy at TT (Fri-Sun) 1 - 30 September 2023,QT23060049.3,1-30 Sep 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,699845.88,503076.62,699845.88,503076.62,100.00,196769.26,28.12
1315,บริษัท ที (ไทยแลนด์) จำกัด,PC Cheer จัดชิม Tyson @ Makro พัทยา,QT23060050,16 - 18 June 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,33605.00,14732.09,33605.00,14732.09,100.00,18872.91,56.16
1316,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E (Additional Commission Special Display (MAY 23),QT23060051,1-31 May 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,19926.00,18450.00,19926.00,18450.00,100.00,1476.00,7.41
1317,บริษัท สยาม กรุ๊ป จำกัด ,Smooth E (Additional Commission for PC MT@ MAY 23),QT23060052,1-31 May 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2B,22680.00,21000.00,22680.00,21000.00,100.00,1680.00,7.41
1318,บริษัท อีฟอีฟ จำกัด,Eveandboy Lineup at Passione Rayong,QT23060053,15-มิ.ย.-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,168000.00,113207.14,168000.00,113207.14,100.00,54792.86,32.61
1319,บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,PC จัดรายการซิโน โลตัส พระราม 2,QT23060054,12-30 Jun 2023,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,23540.00,15139.46,23540.00,15139.46,100.00,8400.54,35.69
1320,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at MT & TT UPC on July 23,QT23060055.1,1-31 July 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1943903.18,1806715.51,1943903.18,1806715.51,100.00,137187.67,7.06
1321,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at UPC (1 - 31 August 2023),QT23060055.2,1-31 Aug 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1943907.56,1821722.01,1943907.56,1821722.01,100.00,122185.55,6.29
1322,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at UPC (1 - 30 September 2023),QT23060055.3,1-30 Sep 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1927407.78,1794225.43,1927407.78,1794225.43,100.00,133182.35,6.91
1323,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at UPC (1 - 31 October 2023),QT23060055.4,1-31 Oct 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1840973.65,1710885.60,1840973.65,1710885.60,100.00,130088.05,7.07
1324,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at UPC (1 - 30 November 2023),QT23060055.5,1-30 Nov 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1821712.47,1723966.25,1821712.47,1723966.25,100.00,97746.22,5.37
1325,บริษัท นมถั่วเหลือง จำกัด,Lactasoy Merchandiser at UPC (1 - 31 December 2023),QT23060055.6,1-31 Dec 23,3.2 Key Account,จัดเรียงสินค้า,BU2A,1841628.97,1725821.79,1841628.97,1725821.79,100.00,115807.18,6.29
1326,"TC F&B CO., LTD",Additional Tipco ค่าส่งสื่อล้อมกองสินค้า Aquare (June 2023),QT23060056,on June 23,2.3 Merchandiser&RO Share service,จัดเรียงสินค้า,BU2A,24900.00,14442.50,24900.00,14442.50,100.00,10457.50,42
1327,บริษัท เงินเงิน จำกัด (มหาชน),Tidlor sunday activity booth 5 store (Operation),QT23060057,18-มิ.ย.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,21280.00,13295.26,21280.00,13295.26,100.00,7984.74,37.52
1328,บริษัท เอ็น-ดี  จำกัด,Vistra elderberry activity at baby kids best buy,QT23060058,Sep -24 Dec 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,204538.00,120438.87,204538.00,120438.87,100.00,84099.13,41.12
1329,บริษัท เดอเบลล่า จำกัด,TCP CVS SHARE (BKK) SERVICE PROGRAM on July 2023,QT23060060.1,1-31 July 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,51738.96,111282.00,51738.96,100.00,59543.04,53.51
1330,บริษัท เดอเบลล่า จำกัด,DURBELL CVS SHARE (BKK) SERVICE PROGRAM AUG 2023,QT23060060.2,1-31 Aug 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,68991.42,111282.00,68991.42,100.00,42290.58,38
1331,บริษัท เดอเบลล่า จำกัด,DURBELL CVS SHARE (BKK) SERVICE PROGRAM SEP 2023,QT23060060.3,1-30 Sep 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,58296.35,111282.00,58296.35,100.00,52985.65,47.61
1332,บริษัท เดอเบลล่า จำกัด,DURBELL CVS SHARE (BKK) SERVICE PROGRAM OCT 2023,QT23060060.4,1-31 Oct 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,63162.04,111282.00,63162.04,100.00,48119.96,43.24
1333,บริษัท เดอเบลล่า จำกัด,DURBELL CVS SHARE (BKK) SERVICE PROGRAM NOV 2023,QT23060060.5,1-30 Nov 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,57789.99,111282.00,57789.99,100.00,53492.01,48.07
1334,บริษัท เดอเบลล่า จำกัด,DURBELL CVS SHARE (BKK) SERVICE PROGRAM DEC 2023,QT23060060.6,1-30 Dec 23,2.4 Merchandiser CVS  Share service,จัดเรียงสินค้า,BU2B,111282.00,63756.20,111282.00,63756.20,100.00,47525.80,42.71
1335,บริษัท เซอร์วิสเซส จำกัด,Agoda_บุฟเฟ่  3-4  July 2023,QT23060061,3-4 Jul 2023,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,84072.00,57800.00,84072.00,57800.00,100.00,26272.00,31.25
1336,บริษัท บี เทรดดิ้ง จำกัด,Singha Soodkhum_Leaflet,QT23060062,on june 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,8910.00,6042.50,8910.00,6042.50,100.00,2867.50,32.18
1337,บริษัท เอ็มเคที อีเว้นท์ จำกัด,Bear Brand Experiential Sampling (Jul 2023),QT23060063,30 June - 31 Aug 2023,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,163185.00,108038.14,163185.00,108038.14,100.00,55146.86,33.79
1338,บริษัท อีฟอีฟ จำกัด,Eveandboy Lineup at Passione Rayong Additional,QT23060066,15-มิ.ย.-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,2300.00,1755.00,2300.00,1755.00,100.00,545.00,23.7
1339,บริษัท ผลิตภัณฑ์อาหาร จำกัด (มหาชน)  , Pumpui Booth Concert Trang,QT23060068,23-มิ.ย.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,32142.50,22713.12,32142.50,22713.12,100.00,9429.38,29.34
1340,บริษัท ชาช่า (ประเทศไทย)จำกัด,Fashion day (Production),QT23060069,ก.ค.-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,213920.00,152014.00,213920.00,152014.00,100.00,61906.00,28.94
1341,บริษัท อีฟอีฟ จำกัด,Eveandboy Lineup at Passione Rayong_Maintenance,QT23060070,15-มิ.ย.-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,12000.00,8255.00,12000.00,8255.00,100.00,3745.00,31.21
1342,MN (Thailand) Ltd.,S&S ALLERGY NITRAMIGEN EVENT 2023,QT23060073,24-07-23,1.2 Event,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,239030.00,108077.54,239030.00,108077.54,100.00,130952.46,54.78
1343,บริษัท อาร์ บี ซี (ประเทศไทย) จํากัด,Sunpharma_Pill Box,QT23060075,Jun - Jul 2023,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1B,111100.00,51500.00,111100.00,51500.00,100.00,59600.00,53.65
1344,GAD (Thailand) Ltd. ,Cetaphil Booth Exhibition at Watson 4 Store on Jun-July 23,QT23060076,26 June - 2 July 23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,162176.00,93576.84,162176.00,93576.84,100.00,68599.16,42.3
1345,บริษัท บี เทรดดิ้ง จำกัด,Singha Set up Doll Locker,QT23060077,22-มิ.ย.-23,1.1 Booth & Roadshow,จัดกิจกรรมทางการตลาดและดิจิทัล,BU1A,27830.00,19185.00,27830.00,19185.00,100.00,8645.00,31.06
1346,BJ Public Company Limited,Additional ค่าพื้นที่ร้านซุปเปอร์ชีป จ.ภูเก็ต,QT23060078,16 -30June 23,2.1 PG & BA,พนักงานแนะนำสินค้า,BU2A,2475.00,2250.00,2475.00,2250.00,100.00,225.00,9.09
